#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000573185.1	PRJNA220158	SAMN02360965	JEGG00000000.1	na	1402808	1280	Staphylococcus aureus M1330	strain=M1330		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1330_V1	Broad Institute	GCF_000573185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/185/GCA_000573185.1_Stap_aure_M1330_V1		
GCA_000573205.1	PRJNA220157	SAMN02360964	JEGH00000000.1	na	1402807	1280	Staphylococcus aureus M1329	strain=M1329		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1329_V1	Broad Institute	GCF_000573205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/205/GCA_000573205.1_Stap_aure_M1329_V1		
GCA_000573225.1	PRJNA220156	SAMN02360963	JEGI00000000.1	na	1402806	1280	Staphylococcus aureus M1328	strain=M1328		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1328_V1	Broad Institute	GCF_000573225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/225/GCA_000573225.1_Stap_aure_M1328_V1		
GCA_000573245.1	PRJNA220155	SAMN02360962	JEGJ00000000.1	na	1402805	1280	Staphylococcus aureus M1326	strain=M1326		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1326_V1	Broad Institute	GCF_000573245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/245/GCA_000573245.1_Stap_aure_M1326_V1		
GCA_000573265.1	PRJNA220154	SAMN02360961	JEGK00000000.1	na	1402804	1280	Staphylococcus aureus M1325	strain=M1325		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1325_V1	Broad Institute	GCF_000573265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/265/GCA_000573265.1_Stap_aure_M1325_V1		
GCA_000573285.1	PRJNA220153	SAMN02360960	JEGL00000000.1	na	1402803	1280	Staphylococcus aureus M1324	strain=M1324		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1324_V1	Broad Institute	GCF_000573285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/285/GCA_000573285.1_Stap_aure_M1324_V1		
GCA_000573305.1	PRJNA220152	SAMN02360959	JEGM00000000.1	na	1402802	1280	Staphylococcus aureus M1323	strain=M1323		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1323_V1	Broad Institute	GCF_000573305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/305/GCA_000573305.1_Stap_aure_M1323_V1		
GCA_000573325.1	PRJNA220151	SAMN02360958	JEGN00000000.1	na	1402801	1280	Staphylococcus aureus M1319	strain=M1319		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1319_V1	Broad Institute	GCF_000573325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/325/GCA_000573325.1_Stap_aure_M1319_V1		
GCA_000573345.1	PRJNA220150	SAMN02360957	JEGO00000000.1	na	1402800	1280	Staphylococcus aureus M1318	strain=M1318		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1318_V1	Broad Institute	GCF_000573345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/345/GCA_000573345.1_Stap_aure_M1318_V1		
GCA_000573365.1	PRJNA220149	SAMN02360956	JEGP00000000.1	na	1402799	1280	Staphylococcus aureus M1317	strain=M1317		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1317_V1	Broad Institute	GCF_000573365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/365/GCA_000573365.1_Stap_aure_M1317_V1		
GCA_000573385.1	PRJNA220147	SAMN02360954	JEGQ00000000.1	na	1402797	1280	Staphylococcus aureus M1315	strain=M1315		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1315_V1	Broad Institute	GCF_000573385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/385/GCA_000573385.1_Stap_aure_M1315_V1		
GCA_000573405.1	PRJNA220146	SAMN02360953	JEGR00000000.1	na	1402796	1280	Staphylococcus aureus M1314	strain=M1314		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1314_V1	Broad Institute	GCF_000573405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/405/GCA_000573405.1_Stap_aure_M1314_V1		
GCA_000573425.1	PRJNA220145	SAMN02360952	JEGS00000000.1	na	1402795	1280	Staphylococcus aureus M1313	strain=M1313		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1313_V1	Broad Institute	GCF_000573425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/425/GCA_000573425.1_Stap_aure_M1313_V1		
GCA_000573445.1	PRJNA220144	SAMN02360951	JEGT00000000.1	na	1402794	1280	Staphylococcus aureus M1312	strain=M1312		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1312_V1	Broad Institute	GCF_000573445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/445/GCA_000573445.1_Stap_aure_M1312_V1		
GCA_000573465.1	PRJNA220143	SAMN02360950	JEGU00000000.1	na	1402793	1280	Staphylococcus aureus M1310	strain=M1310		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1310_V1	Broad Institute	GCF_000573465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/465/GCA_000573465.1_Stap_aure_M1310_V1		
GCA_000573485.1	PRJNA220142	SAMN02360949	JEGV00000000.1	na	1402792	1280	Staphylococcus aureus M1308	strain=M1308		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1308_V1	Broad Institute	GCF_000573485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/485/GCA_000573485.1_Stap_aure_M1308_V1		
GCA_000573505.1	PRJNA220140	SAMN02360947	JEGW00000000.1	na	1402790	1280	Staphylococcus aureus M1305	strain=M1305		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1305_V1	Broad Institute	GCF_000573505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/505/GCA_000573505.1_Stap_aure_M1305_V1		
GCA_000573525.1	PRJNA220139	SAMN02360946	JEGX00000000.1	na	1402789	1280	Staphylococcus aureus M1304	strain=M1304		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1304_V1	Broad Institute	GCF_000573525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/525/GCA_000573525.1_Stap_aure_M1304_V1		
GCA_000573545.1	PRJNA220138	SAMN02360945	JEGY00000000.1	na	1402788	1280	Staphylococcus aureus M1303	strain=M1303		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1303_V1	Broad Institute	GCF_000573545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/545/GCA_000573545.1_Stap_aure_M1303_V1		
GCA_000573565.1	PRJNA220137	SAMN02360944	JEGZ00000000.1	na	1402787	1280	Staphylococcus aureus M1302	strain=M1302		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1302_V1	Broad Institute	GCF_000573565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/565/GCA_000573565.1_Stap_aure_M1302_V1		
GCA_000573585.1	PRJNA220136	SAMN02360943	JEHA00000000.1	na	1402786	1280	Staphylococcus aureus M1301	strain=M1301		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1301_V1	Broad Institute	GCF_000573585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/585/GCA_000573585.1_Stap_aure_M1301_V1		
GCA_000573605.1	PRJNA220133	SAMN02360940	JEHB00000000.1	na	1402783	1280	Staphylococcus aureus M1298	strain=M1298		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1298_V1	Broad Institute	GCF_000573605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/605/GCA_000573605.1_Stap_aure_M1298_V1		
GCA_000573625.1	PRJNA220132	SAMN02360939	JEHC00000000.1	na	1402782	1280	Staphylococcus aureus M1297	strain=M1297		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1297_V1	Broad Institute	GCF_000573625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/625/GCA_000573625.1_Stap_aure_M1297_V1		
GCA_000573645.1	PRJNA220131	SAMN02360938	JEHD00000000.1	na	1402781	1280	Staphylococcus aureus M1296	strain=M1296		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1296_V1	Broad Institute	GCF_000573645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/645/GCA_000573645.1_Stap_aure_M1296_V1		
GCA_000573665.1	PRJNA220130	SAMN02360937	JEHE00000000.1	na	1402780	1280	Staphylococcus aureus M1295	strain=M1295		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1295_V1	Broad Institute	GCF_000573665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/665/GCA_000573665.1_Stap_aure_M1295_V1		
GCA_000573685.1	PRJNA220128	SAMN02360935	JEHF00000000.1	na	1402778	1280	Staphylococcus aureus M1293	strain=M1293		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1293_V1	Broad Institute	GCF_000573685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/685/GCA_000573685.1_Stap_aure_M1293_V1		
GCA_000573705.1	PRJNA220127	SAMN02360934	JEHG00000000.1	na	1402777	1280	Staphylococcus aureus M1292	strain=M1292		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1292_V1	Broad Institute	GCF_000573705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/705/GCA_000573705.1_Stap_aure_M1292_V1		
GCA_000573725.1	PRJNA220126	SAMN02360933	JEHH00000000.1	na	1402776	1280	Staphylococcus aureus M1290	strain=M1290		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1290_V1	Broad Institute	GCF_000573725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/725/GCA_000573725.1_Stap_aure_M1290_V1		
GCA_000573745.1	PRJNA220125	SAMN02360932	JEHI00000000.1	na	1402775	1280	Staphylococcus aureus M1289	strain=M1289		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1289_V1	Broad Institute	GCF_000573745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/745/GCA_000573745.1_Stap_aure_M1289_V1		
GCA_000573765.1	PRJNA220124	SAMN02360931	JEHJ00000000.1	na	1402774	1280	Staphylococcus aureus M1288	strain=M1288		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1288_V1	Broad Institute	GCF_000573765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/765/GCA_000573765.1_Stap_aure_M1288_V1		
GCA_000573785.1	PRJNA220122	SAMN02360929	JEHK00000000.1	na	1402772	1280	Staphylococcus aureus M1285	strain=M1285		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1285_V1	Broad Institute	GCF_000573785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/785/GCA_000573785.1_Stap_aure_M1285_V1		
GCA_000573805.1	PRJNA220121	SAMN02360928	JEHL00000000.1	na	1402771	1280	Staphylococcus aureus M1283	strain=M1283		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1283_V1	Broad Institute	GCF_000573805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/805/GCA_000573805.1_Stap_aure_M1283_V1		
GCA_000573825.1	PRJNA220120	SAMN02360927	JEHM00000000.1	na	1402770	1280	Staphylococcus aureus M1282	strain=M1282		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1282_V1	Broad Institute	GCF_000573825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/825/GCA_000573825.1_Stap_aure_M1282_V1		
GCA_000573845.1	PRJNA220118	SAMN02360925	JEHN00000000.1	na	1402768	1280	Staphylococcus aureus M1280	strain=M1280		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1280_V1	Broad Institute	GCF_000573845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/845/GCA_000573845.1_Stap_aure_M1280_V1		
GCA_000573865.1	PRJNA220117	SAMN02360924	JEHO00000000.1	na	1402767	1280	Staphylococcus aureus M1279	strain=M1279		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1279_V1	Broad Institute	GCF_000573865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/865/GCA_000573865.1_Stap_aure_M1279_V1		
GCA_000573885.1	PRJNA220116	SAMN02360923	JEHP00000000.1	na	1402766	1280	Staphylococcus aureus M1278	strain=M1278		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1278_V1	Broad Institute	GCF_000573885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/885/GCA_000573885.1_Stap_aure_M1278_V1		
GCA_000573945.1	PRJNA220115	SAMN02360922	JEHQ00000000.1	na	1402765	1280	Staphylococcus aureus M1276	strain=M1276		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1276_V1	Broad Institute	GCF_000573945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/945/GCA_000573945.1_Stap_aure_M1276_V1		
GCA_000573965.1	PRJNA220114	SAMN02360921	JEHR00000000.1	na	1402764	1280	Staphylococcus aureus M1274	strain=M1274		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1274_V1	Broad Institute	GCF_000573965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/965/GCA_000573965.1_Stap_aure_M1274_V1		
GCA_000573985.1	PRJNA220113	SAMN02360920	JEHS00000000.1	na	1402763	1280	Staphylococcus aureus M1273	strain=M1273		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1273_V1	Broad Institute	GCF_000573985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/985/GCA_000573985.1_Stap_aure_M1273_V1		
GCA_000574005.1	PRJNA220112	SAMN02360919	JEHT00000000.1	na	1402762	1280	Staphylococcus aureus M1272	strain=M1272		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1272_V1	Broad Institute	GCF_000574005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/005/GCA_000574005.1_Stap_aure_M1272_V1		
GCA_000574025.1	PRJNA220111	SAMN02360918	JEHU00000000.1	na	1402761	1280	Staphylococcus aureus M1271	strain=M1271		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1271_V1	Broad Institute	GCF_000574025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/025/GCA_000574025.1_Stap_aure_M1271_V1		
GCA_000574045.1	PRJNA220110	SAMN02360917	JEHV00000000.1	na	1402760	1280	Staphylococcus aureus M1270	strain=M1270		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1270_V1	Broad Institute	GCF_000574045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/045/GCA_000574045.1_Stap_aure_M1270_V1		
GCA_000574065.1	PRJNA220109	SAMN02360916	JEHW00000000.1	na	1402759	1280	Staphylococcus aureus M1269	strain=M1269		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1269_V1	Broad Institute	GCF_000574065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/065/GCA_000574065.1_Stap_aure_M1269_V1		
GCA_000574085.1	PRJNA220108	SAMN02360915	JEHX00000000.1	na	1402758	1280	Staphylococcus aureus M1268	strain=M1268		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1268_V1	Broad Institute	GCF_000574085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/085/GCA_000574085.1_Stap_aure_M1268_V1		
GCA_000574105.1	PRJNA220107	SAMN02360914	JEHY00000000.1	na	1402757	1280	Staphylococcus aureus M1267	strain=M1267		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1267_V1	Broad Institute	GCF_000574105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/105/GCA_000574105.1_Stap_aure_M1267_V1		
GCA_000574125.1	PRJNA220105	SAMN02360912	JEHZ00000000.1	na	1402755	1280	Staphylococcus aureus M1264	strain=M1264		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1264_V1	Broad Institute	GCF_000574125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/125/GCA_000574125.1_Stap_aure_M1264_V1		
GCA_000574145.1	PRJNA220104	SAMN02360911	JEIA00000000.1	na	1402754	1280	Staphylococcus aureus M1263	strain=M1263		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1263_V1	Broad Institute	GCF_000574145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/145/GCA_000574145.1_Stap_aure_M1263_V1		
GCA_000574165.1	PRJNA220103	SAMN02360910	JEIB00000000.1	na	1402753	1280	Staphylococcus aureus M1262	strain=M1262		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1262_V1	Broad Institute	GCF_000574165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/165/GCA_000574165.1_Stap_aure_M1262_V1		
GCA_000574185.1	PRJNA220102	SAMN02360909	JEIC00000000.1	na	1402752	1280	Staphylococcus aureus M1261	strain=M1261		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1261_V1	Broad Institute	GCF_000574185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/185/GCA_000574185.1_Stap_aure_M1261_V1		
GCA_000574205.1	PRJNA220101	SAMN02360908	JEID00000000.1	na	1402751	1280	Staphylococcus aureus M1260	strain=M1260		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1260_V1	Broad Institute	GCF_000574205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/205/GCA_000574205.1_Stap_aure_M1260_V1		
GCA_000574225.1	PRJNA220099	SAMN02360906	JEIE00000000.1	na	1402749	1280	Staphylococcus aureus M1258	strain=M1258		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1258_V1	Broad Institute	GCF_000574225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/225/GCA_000574225.1_Stap_aure_M1258_V1		
GCA_000574245.1	PRJNA220098	SAMN02360905	JEIF00000000.1	na	1402748	1280	Staphylococcus aureus M1254	strain=M1254		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1254_V1	Broad Institute	GCF_000574245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/245/GCA_000574245.1_Stap_aure_M1254_V1		
GCA_000574265.1	PRJNA220097	SAMN02360904	JEIG00000000.1	na	1402747	1280	Staphylococcus aureus M1252	strain=M1252		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1252_V1	Broad Institute	GCF_000574265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/265/GCA_000574265.1_Stap_aure_M1252_V1		
GCA_000574285.1	PRJNA220095	SAMN02360902	JEIH00000000.1	na	1402745	1280	Staphylococcus aureus M1250	strain=M1250		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1250_V1	Broad Institute	GCF_000574285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/285/GCA_000574285.1_Stap_aure_M1250_V1		
GCA_000574305.1	PRJNA220094	SAMN02360901	JEII00000000.1	na	1402744	1280	Staphylococcus aureus M1249	strain=M1249		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1249_V1	Broad Institute	GCF_000574305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/305/GCA_000574305.1_Stap_aure_M1249_V1		
GCA_000574325.1	PRJNA220093	SAMN02360900	JEIJ00000000.1	na	1402743	1280	Staphylococcus aureus M1247	strain=M1247		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1247_V1	Broad Institute	GCF_000574325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/325/GCA_000574325.1_Stap_aure_M1247_V1		
GCA_000574345.1	PRJNA220092	SAMN02360899	JEIK00000000.1	na	1402742	1280	Staphylococcus aureus M1246	strain=M1246		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1246_V1	Broad Institute	GCF_000574345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/345/GCA_000574345.1_Stap_aure_M1246_V1		
GCA_000574365.1	PRJNA220091	SAMN02360898	JEIL00000000.1	na	1402741	1280	Staphylococcus aureus M1245	strain=M1245		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1245_V1	Broad Institute	GCF_000574365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/365/GCA_000574365.1_Stap_aure_M1245_V1		
GCA_000574385.1	PRJNA220090	SAMN02360897	JEIM00000000.1	na	1402740	1280	Staphylococcus aureus M1243	strain=M1243		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1243_V1	Broad Institute	GCF_000574385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/385/GCA_000574385.1_Stap_aure_M1243_V1		
GCA_000574405.1	PRJNA220089	SAMN02360896	JEIN00000000.1	na	1402739	1280	Staphylococcus aureus M1242	strain=M1242		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1242_V1	Broad Institute	GCF_000574405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/405/GCA_000574405.1_Stap_aure_M1242_V1		
GCA_000574425.1	PRJNA220088	SAMN02360895	JEIO00000000.1	na	1402738	1280	Staphylococcus aureus M1241	strain=M1241		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1241_V1	Broad Institute	GCF_000574425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/425/GCA_000574425.1_Stap_aure_M1241_V1		
GCA_000574445.1	PRJNA220086	SAMN02360893	JEIP00000000.1	na	1402736	1280	Staphylococcus aureus M1239	strain=M1239		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1239_V1	Broad Institute	GCF_000574445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/445/GCA_000574445.1_Stap_aure_M1239_V1		
GCA_000574465.1	PRJNA220085	SAMN02360892	JEIQ00000000.1	na	1402735	1280	Staphylococcus aureus M1238	strain=M1238		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1238_V1	Broad Institute	GCF_000574465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/465/GCA_000574465.1_Stap_aure_M1238_V1		
GCA_000574485.1	PRJNA220084	SAMN02360891	JEIR00000000.1	na	1402734	1280	Staphylococcus aureus M1237	strain=M1237		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1237_V1	Broad Institute	GCF_000574485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/485/GCA_000574485.1_Stap_aure_M1237_V1		
GCA_000574505.1	PRJNA220083	SAMN02360890	JEIS00000000.1	na	1402733	1280	Staphylococcus aureus M1236	strain=M1236		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1236_V1	Broad Institute	GCF_000574505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/505/GCA_000574505.1_Stap_aure_M1236_V1		
GCA_000574525.1	PRJNA220082	SAMN02360889	JEIT00000000.1	na	1402732	1280	Staphylococcus aureus M1235	strain=M1235		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1235_V1	Broad Institute	GCF_000574525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/525/GCA_000574525.1_Stap_aure_M1235_V1		
GCA_000574545.1	PRJNA220081	SAMN02360888	JEIU00000000.1	na	1402731	1280	Staphylococcus aureus M1234	strain=M1234		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1234_V1	Broad Institute	GCF_000574545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/545/GCA_000574545.1_Stap_aure_M1234_V1		
GCA_000574565.1	PRJNA220080	SAMN02360887	JEIV00000000.1	na	1402730	1280	Staphylococcus aureus M1233	strain=M1233		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1233_V1	Broad Institute	GCF_000574565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/565/GCA_000574565.1_Stap_aure_M1233_V1		
GCA_000574585.1	PRJNA220079	SAMN02360886	JEIW00000000.1	na	1402729	1280	Staphylococcus aureus M1232	strain=M1232		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1232_V1	Broad Institute	GCF_000574585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/585/GCA_000574585.1_Stap_aure_M1232_V1		
GCA_000574605.1	PRJNA220078	SAMN02360885	JEIX00000000.1	na	1402728	1280	Staphylococcus aureus M1231	strain=M1231		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1231_V1	Broad Institute	GCF_000574605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/605/GCA_000574605.1_Stap_aure_M1231_V1		
GCA_000574625.1	PRJNA220077	SAMN02360884	JEIY00000000.1	na	1402727	1280	Staphylococcus aureus M1230	strain=M1230		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1230_V1	Broad Institute	GCF_000574625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/625/GCA_000574625.1_Stap_aure_M1230_V1		
GCA_000574645.1	PRJNA220076	SAMN02360883	JEIZ00000000.1	na	1402726	1280	Staphylococcus aureus M1227	strain=M1227		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1227_V1	Broad Institute	GCF_000574645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/645/GCA_000574645.1_Stap_aure_M1227_V1		
GCA_000574665.1	PRJNA220074	SAMN02360881	JEJA00000000.1	na	1402724	1280	Staphylococcus aureus M1225	strain=M1225		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1225_V1	Broad Institute	GCF_000574665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/665/GCA_000574665.1_Stap_aure_M1225_V1		
GCA_000574685.1	PRJNA220073	SAMN02360880	JEJB00000000.1	na	1402723	1280	Staphylococcus aureus M1222	strain=M1222		latest	Scaffold	Major	Full	2014/02/19	Stap_aure_M1222_V1	Broad Institute	GCF_000574685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/685/GCA_000574685.1_Stap_aure_M1222_V1		
